"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-01","23","26","19"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-02","27","33","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-03","30","33","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-04","26","27","9"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-05","18","27","9"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-06","23","35","13"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-07","33","39","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-08","37","45","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-09","42","44","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-10","28","35","5"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-11","8","23","2"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-12","17","25","6"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-13","6","20","-2"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-14","27","43","19"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-15","40","43","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-16","30","32","23"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-17","14","23","5"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-18","3","8","-3"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-19","7","17","4"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-20","15","22","13"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-21","15","26","3"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-22","19","27","7"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-23","21","29","11"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-24","22","34","14"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-25","31","43","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-26","34","43","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-27","26","29","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-28","31","38","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-29","28","33","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-30","37","47","32"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-01-31","43","52","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-01","36","43","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-02","33","49","23"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-03","41","48","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-04","27","30","18"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-05","26","33","21"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-06","27","39","19"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-07","36","46","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-08","30","32","22"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-09","25","27","18"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-10","17","19","13"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-11","15","22","1"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-12","13","20","2"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-13","11","13","5"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-14","9","16","-1"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-15","19","28","16"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-16","28","31","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-17","29","33","16"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-18","22","37","10"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-19","45","62","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-20","49","59","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-21","39","47","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-22","32","43","20"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-23","34","46","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-24","34","36","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-25","31","32","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-26","29","32","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-27","31","43","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-28","47","60","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-02-29","40","49","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-01","29","32","21"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-02","22","30","14"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-03","26","30","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-04","24","35","8"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-05","30","35","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-06","34","46","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-07","49","61","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-08","60","71","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-09","62","65","57"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-10","50","57","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-11","40","58","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-12","47","59","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-13","50","54","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-14","49","54","40"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-15","46","61","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-16","54","59","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-17","47","55","37"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-18","40","45","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-19","33","40","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-20","34","43","21"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-21","33","45","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-22","47","65","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-23","54","64","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-24","48","57","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-25","36","48","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-26","39","55","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-27","50","70","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-28","41","43","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-29","38","57","23"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-30","48","60","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-03-31","58","63","46"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-01","44","48","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-02","35","40","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-03","36","61","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-04","40","43","22"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-05","29","43","18"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-06","43","50","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-07","38","41","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-08","34","39","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-09","29","35","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-10","34","49","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-11","48","52","28"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-12","37","46","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-13","41","55","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-14","47","63","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-15","54","71","37"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-16","61","78","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-17","65","80","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-18","65","82","46"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-19","63","73","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-20","60","73","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-21","59","67","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-22","51","56","42"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-23","49","63","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-24","57","73","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-25","68","79","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-26","56","66","42"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-27","48","59","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-28","49","53","42"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-29","48","51","42"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-04-30","46","48","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-01","50","56","47"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-02","49","53","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-03","53","65","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-04","49","56","37"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-05","47","57","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-06","52","73","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-07","59","68","40"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-08","51","68","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-09","52","55","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-10","53","61","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-11","59","70","53"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-12","65","70","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-13","57","67","48"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-14","46","54","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-15","41","50","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-16","50","68","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-17","56","61","46"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-18","53","66","39"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-19","54","70","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-20","58","69","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-21","62","73","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-22","60","76","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-23","61","79","42"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-24","70","85","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-25","74","85","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-26","73","84","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-27","73","85","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-28","75","84","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-29","75","85","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-30","71","84","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-05-31","72","86","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-01","68","77","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-02","69","79","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-03","67","83","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-04","68","76","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-05","67","76","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-06","68","84","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-07","58","62","49"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-08","58","68","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-09","59","75","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-10","73","92","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-11","82","93","71"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-12","73","77","49"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-13","65","86","49"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-14","72","82","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-15","77","89","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-16","69","77","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-17","69","86","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-18","72","88","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-19","76","90","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-20","80","93","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-21","71","78","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-22","69","79","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-23","72","82","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-24","73","82","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-25","74","86","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-26","77","84","71"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-27","76","89","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-28","64","65","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-29","61","75","47"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-06-30","65","79","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-01","67","69","53"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-02","60","74","49"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-03","64","75","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-04","69","76","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-05","72","84","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-06","74","85","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-07","76","84","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-08","76","86","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-09","70","73","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-10","68","82","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-11","76","89","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-12","80","92","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-13","76","86","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-14","74","87","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-15","71","76","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-16","65","78","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-17","67","83","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-18","75","83","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-19","74","87","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-20","77","89","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-21","77","89","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-22","79","86","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-23","80","91","72"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-24","78","89","70"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-25","77","83","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-26","74","87","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-27","75","88","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-28","74","86","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-29","72","82","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-30","71","81","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-07-31","71","81","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-01","70","85","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-02","75","88","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-03","77","90","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-04","79","91","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-05","78","83","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-06","73","83","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-07","70","86","57"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-08","75","86","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-09","76","88","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-10","78","92","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-11","81","93","74"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-12","82","90","73"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-13","77","83","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-14","73","81","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-15","70","75","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-16","74","82","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-17","74","85","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-18","73","82","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-19","72","79","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-20","73","80","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-21","66","72","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-22","65","77","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-23","68","80","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-24","72","81","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-25","74","80","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-26","73","84","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-27","73","82","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-28","76","84","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-29","75","85","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2016-08-30","75","82","69"
